capacite;effectif_total_candidats;effectif_total_candidates;effectif_total_proposition_admission;effectif_total_admis;effectif_total_admises;effectif_total_admis_boursiers_neo_bac;effectif_total_admis_neo_bac;effectif_admis_meme_academie
24;330;70;76;15;4;2;6;5
35;491;292;120;30;23;5;22;18
32;387;239;128;33;22;3;32;19
29;83;33;46;10;5;4;10;10
34;339;129;132;31;15;7;21;17
24;331;210;132;26;18;4;18;11
5;69;17;30;2;0;0;2;2
24;418;247;110;24;17;10;22;19
35;716;460;157;32;28;10;25;19
150;4763;1100;2603;161;21;15;157;80
12;115;62;58;10;4;1;4;2
56;996;288;232;55;16;10;40;17
36;380;187;125;41;20;24;38;35
18;303;212;70;19;11;5;15;15
106;2122;1052;521;91;49;30;75;62
24;635;373;143;17;13;4;12;11
35;752;383;170;27;13;9;23;23
32;1718;886;182;22;16;9;18;17
48;453;243;220;48;26;6;47;17
142;2007;735;853;137;51;14;135;89
27;813;569;150;26;21;4;19;15
30;881;535;163;31;20;2;27;24
35;1035;868;156;34;30;10;30;29
30;374;52;152;26;2;5;21;17
12;233;18;62;12;0;5;8;7
36;1969;1064;182;34;21;13;25;24
36;2125;1136;243;28;15;10;21;18
36;1343;818;201;33;17;7;20;19
36;2012;1237;197;35;31;9;29;26
36;1018;455;156;38;18;9;27;23
47;664;296;301;15;7;1;13;6
24;101;39;64;22;9;8;20;17
26;94;9;50;10;0;0;10;8
9;126;42;16;10;3;1;9;5
30;331;194;93;29;16;9;24;19
40;424;195;193;20;11;2;10;9
46;243;58;109;49;11;7;43;39
25;247;152;73;21;15;1;10;3
33;774;266;392;29;15;6;19;13
13;147;6;53;10;0;5;10;9
19;567;84;121;18;0;5;12;11
42;831;303;428;29;8;3;13;9
24;620;319;185;20;8;4;17;17
12;166;7;63;10;0;2;9;9
30;436;317;137;26;22;8;17;17
30;747;479;142;30;27;15;25;24
24;277;40;95;14;0;5;11;11
12;248;33;45;12;0;5;12;11
54;553;298;304;47;28;4;38;22
75;855;433;235;82;42;9;66;64
134;1475;771;704;128;74;54;121;105
15;76;16;29;8;0;2;7;6
12;66;44;38;5;2;1;3;3
35;2530;1458;161;35;23;13;27;19
142;5345;1986;864;139;46;28;138;28
42;763;398;392;38;20;4;38;9
15;106;52;62;13;7;4;9;5
30;683;47;165;22;2;12;18;15
24;944;621;178;26;18;4;18;11
45;437;188;157;32;11;3;27;23
30;2955;2358;273;29;25;8;23;20
35;1995;1147;191;33;20;17;26;19
48;1468;185;192;49;6;22;37;33
35;1449;665;257;32;13;8;21;20
24;511;324;187;22;12;6;14;13
24;760;394;113;24;9;11;21;20
50;113;100;67;16;12;1;14;8
125;4507;473;765;127;6;41;121;71
34;652;474;169;28;22;6;18;12
26;336;194;233;20;9;7;17;14
48;1013;736;315;41;32;2;39;23
60;533;228;296;35;14;2;27;22
28;438;193;127;13;5;2;9;7
60;358;144;231;45;12;5;30;21
32;165;114;110;10;4;1;4;4
32;336;190;184;34;19;8;20;14
15;209;30;42;12;1;1;12;8
24;341;22;78;24;1;1;19;17
38;455;125;53;36;21;2;15;5
28;158;41;45;24;12;3;15;7
45;650;305;162;43;18;11;36;35
58;168;40;75;57;13;7;44;2
130;2311;1101;691;112;58;32;85;45
10;74;47;47;10;7;1;9;7
15;602;448;59;15;14;4;9;1
5;83;46;9;1;0;0;1;0
5;102;69;27;5;4;0;2;0
10;132;6;50;10;0;5;10;5
144;3834;1449;1045;136;50;23;130;77
24;362;315;132;23;21;11;20;11
15;418;7;47;12;0;3;10;7
31;1823;1238;181;25;20;5;16;13
72;507;256;251;67;28;10;51;42
57;414;130;126;56;18;9;38;19
90;3438;2013;468;94;69;22;86;41
56;2194;1752;155;54;46;6;42;16
18;119;10;47;15;2;6;15;15
20;27;14;12;3;1;0;3;1
24;259;137;84;22;13;10;20;19
24;192;117;73;16;9;6;12;11
36;900;186;144;35;5;7;26;17
32;89;4;66;26;1;9;25;10
16;161;34;53;16;5;2;16;1
19;93;40;57;6;2;1;5;2
72;412;89;317;24;5;0;21;16
140;1244;546;602;129;60;18;109;82
48;326;19;232;23;1;2;12;3
48;404;73;264;27;6;2;20;11
24;554;275;137;26;17;9;23;18
35;438;221;145;34;11;9;30;30
24;579;65;98;22;4;4;18;17
35;391;282;133;29;22;8;21;20
7;85;4;39;5;0;0;3;3
24;206;62;87;10;3;3;10;7
24;201;152;96;15;15;2;6;4
18;248;225;68;21;20;5;17;17
26;372;250;133;25;17;2;20;15
35;137;72;76;10;7;3;10;5
28;397;17;83;23;1;3;19;8
40;973;415;172;31;11;11;25;18
24;505;247;125;19;6;3;16;16
24;393;68;128;22;2;5;20;18
15;90;10;39;9;0;2;7;7
16;123;54;23;7;3;1;4;4
15;117;84;67;6;4;1;3;3
28;291;139;146;23;8;3;19;18
96;1473;1010;755;69;49;4;63;28
32;350;221;165;27;22;6;26;22
28;159;46;59;28;12;2;25;11
24;465;53;139;20;2;4;11;5
30;388;56;145;30;3;5;27;23
15;92;8;58;7;1;1;5;5
24;88;43;56;12;5;0;11;11
30;155;84;96;23;11;5;18;16
33;240;33;101;32;3;3;22;7
31;362;218;125;25;20;3;15;14
30;224;136;117;22;15;1;14;12
24;704;481;93;23;15;3;10;1
47;3314;1271;764;44;15;2;41;18
24;3470;2437;134;23;21;4;19;2
48;2032;1307;168;47;27;2;47;22
40;1078;810;114;42;37;12;41;6
144;6171;1810;289;145;37;21;135;58
93;4418;1641;302;93;37;9;91;50
96;2861;2056;417;102;73;12;102;20
96;5385;1582;786;90;30;7;90;49
96;4335;1578;979;94;33;12;94;38
35;2190;1040;182;36;19;15;27;10
35;1768;941;182;33;13;16;30;9
24;473;42;118;22;4;4;13;5
24;484;66;93;21;2;5;13;4
46;1778;654;778;41;16;15;34;10
24;1075;642;60;24;15;5;24;2
96;1481;1078;876;67;47;14;59;22
24;355;104;110;20;3;3;7;2
60;1142;599;299;61;46;12;41;10
35;1635;1501;214;33;30;11;17;4
48;767;446;274;49;34;24;49;15
70;8175;4713;328;70;46;28;66;17
70;4472;2358;328;80;52;30;63;23
70;1572;746;211;80;40;42;74;41
70;3717;2672;231;76;61;18;51;12
32;2223;276;106;33;6;16;26;15
105;3382;2507;561;109;84;39;82;9
24;551;61;111;22;4;7;20;8
24;522;52;141;20;0;5;16;5
48;877;655;517;50;35;3;50;19
24;335;43;158;22;7;10;21;17
35;2838;1463;208;38;24;12;21;6
35;2742;1301;291;38;20;9;27;14
25;153;118;39;25;22;4;25;5
45;460;324;280;38;28;3;32;21
230;731;339;336;135;52;12;92;24
40;109;77;71;19;15;3;11;2
35;311;249;123;18;15;5;12;0
15;248;208;60;13;12;3;9;0
50;435;206;204;49;23;12;35;5
40;267;192;138;35;27;3;26;3
15;102;79;49;12;11;4;9;1
126;1862;1682;378;126;119;27;85;6
42;596;491;158;41;33;8;20;4
100;2855;1906;210;99;71;17;83;10
28;231;72;66;24;9;1;21;9
35;4890;2417;175;35;14;11;23;6
150;1835;1665;400;148;136;24;86;3
35;726;330;144;32;15;6;24;9
28;177;20;97;12;0;4;9;2
80;926;616;326;62;48;6;56;18
35;348;202;159;18;10;4;13;2
35;731;311;322;20;11;4;16;5
33;650;298;217;26;6;3;19;7
92;1484;303;389;92;34;17;70;18
168;5058;2799;407;166;106;44;155;33
70;526;260;171;70;43;13;47;31
24;661;368;79;21;12;5;13;3
35;1129;274;201;31;8;12;28;4
250;3581;2307;478;247;184;29;168;20
45;542;416;125;25;19;1;12;3
35;861;370;105;17;11;3;15;14
48;843;225;288;31;4;2;30;28
30;458;68;140;23;3;7;16;15
6;735;105;9;6;2;2;5;3
96;793;508;280;94;68;14;92;90
35;1112;816;154;30;25;5;23;22
30;219;28;130;22;1;7;12;10
44;2129;1748;823;44;37;11;31;23
45;239;129;137;36;18;13;33;33
35;1383;718;177;28;16;12;25;25
56;748;85;334;53;3;12;37;28
24;673;392;160;24;13;3;24;23
30;118;6;58;14;0;1;13;13
15;77;4;42;13;1;2;11;10
53;411;37;149;38;1;4;29;29
100;1337;121;509;92;11;22;80;63
135;1640;825;672;118;74;30;101;92
20;488;299;85;22;18;2;18;16
30;661;429;135;25;15;5;18;17
18;116;77;78;10;8;1;8;8
35;274;250;114;31;28;7;28;28
18;520;323;101;17;10;5;11;11
24;235;13;78;17;0;7;15;13
30;324;37;90;20;0;6;16;15
24;366;45;124;22;1;10;15;15
14;316;49;65;14;3;4;13;11
30;571;327;112;30;19;6;22;15
15;377;307;83;16;12;2;13;11
35;343;50;117;29;0;4;26;24
24;173;26;71;18;1;4;15;15
35;827;412;156;28;18;5;18;17
28;216;7;72;21;1;5;20;18
24;215;30;91;22;2;5;19;18
35;864;420;150;35;17;10;27;24
17;212;40;57;15;2;4;14;13
35;279;115;114;10;1;1;10;9
24;405;243;118;23;11;4;19;18
24;377;257;98;19;15;13;18;17
24;357;29;109;23;1;4;17;17
52;1140;824;238;44;37;14;36;27
28;228;94;102;29;10;3;25;25
24;136;62;65;23;10;2;12;11
33;614;242;79;28;11;13;20;19
84;855;60;275;80;5;14;70;37
80;1553;488;295;80;10;15;65;52
45;2471;303;230;45;5;8;37;34
22;519;228;123;16;8;8;12;10
38;1201;129;299;36;2;10;31;23
15;265;37;83;12;0;2;5;5
48;875;317;367;46;18;3;45;44
33;140;89;89;9;4;2;7;7
30;403;169;121;31;11;11;30;29
35;595;287;144;33;13;5;26;22
26;272;9;93;24;1;6;20;20
96;2166;1518;541;86;67;4;86;43
36;508;120;278;28;5;2;27;20
26;569;41;151;28;0;9;24;21
35;1446;583;149;28;13;11;24;22
15;176;11;53;10;0;6;8;8
129;2009;693;240;129;39;7;129;32
35;528;191;208;33;13;3;32;25
24;212;146;93;18;15;5;14;10
20;167;8;55;14;0;2;11;10
20;93;28;51;5;1;0;3;1
32;596;234;194;36;14;5;31;28
12;95;4;49;6;0;1;5;5
32;159;104;112;22;11;6;14;14
12;82;5;51;11;0;0;7;7
35;349;195;114;32;15;9;25;24
96;1039;384;548;84;34;5;28;18
33;1230;637;178;28;20;6;17;15
31;800;461;154;25;11;4;11;9
35;398;129;82;30;8;11;27;24
130;1862;352;763;122;20;17;98;52
45;838;447;311;37;15;3;24;6
85;918;603;483;72;47;7;50;33
34;476;280;148;21;16;2;14;9
35;234;143;82;24;13;7;20;19
35;213;111;91;18;5;1;9;7
15;35;19;33;4;4;1;2;2
26;94;3;57;15;0;0;10;10
24;340;214;82;18;11;7;12;10
35;689;415;163;31;21;6;18;16
24;299;49;93;19;2;4;14;14
24;122;7;52;10;0;0;10;9
12;98;5;26;3;0;2;3;3
24;196;89;68;19;9;4;15;15
35;588;316;164;20;9;5;17;15
20;41;31;30;4;2;2;4;3
68;2220;1063;596;84;40;17;52;39
16;147;63;68;14;6;2;8;5
15;463;395;61;15;13;2;13;6
33;364;184;187;24;11;3;13;8
100;1370;149;731;96;4;13;80;54
55;1933;1402;417;55;38;10;46;18
163;1944;921;849;160;82;50;136;105
35;171;75;105;26;10;2;16;16
24;403;268;129;22;9;6;14;9
24;461;397;93;24;23;5;18;17
50;331;144;151;44;17;10;32;25
28;866;647;181;25;22;7;17;13
24;446;63;112;15;0;4;11;7
12;136;5;37;6;0;3;4;4
80;2897;1494;591;79;51;26;72;40
35;459;315;187;22;16;5;18;9
24;191;15;70;22;2;4;11;11
30;410;122;123;21;7;3;14;11
12;118;60;57;5;1;1;3;3
32;1035;193;139;29;0;6;28;24
34;664;278;247;30;9;4;28;17
12;110;6;64;9;0;1;9;8
12;187;20;45;12;0;1;11;11
36;116;50;73;16;7;3;14;11
82;1239;557;405;82;43;11;69;63
28;1455;1128;126;28;22;3;27;18
32;836;430;168;31;17;12;26;22
15;209;26;72;13;2;6;9;8
35;895;757;158;30;27;9;20;19
50;1030;457;324;40;13;7;34;28
54;507;53;377;35;2;2;30;16
19;224;79;78;12;3;1;10;10
24;245;114;93;15;8;1;7;6
10;139;4;74;11;1;1;9;4
20;60;1;33;7;0;1;5;3
10;6;4;4;2;2;0;1;1
24;319;159;85;21;15;3;16;13
35;423;87;135;31;4;2;10;8
14;155;31;48;12;5;1;3;2
72;827;82;453;62;4;8;48;24
76;619;143;382;62;9;9;50;38
60;442;188;185;60;32;5;25;3
24;89;35;57;22;5;3;16;15
35;127;68;57;26;15;4;17;16
15;90;16;49;12;1;0;3;2
52;230;64;152;29;9;6;25;17
42;319;167;199;38;17;15;38;30
27;140;53;80;11;6;5;10;8
28;255;158;83;22;21;3;17;13
18;164;95;62;14;11;5;9;8
24;200;5;66;18;0;7;15;11
7;18;1;12;6;0;3;5;5
24;188;121;74;22;16;4;20;19
18;204;129;61;17;12;6;13;12
112;2095;970;865;107;51;24;97;57
28;283;28;98;28;0;6;20;19
24;225;28;98;22;0;8;18;18
35;817;391;136;28;14;8;23;23
35;735;508;171;34;25;11;21;16
35;1180;746;204;35;23;11;30;13
36;231;134;115;18;10;2;13;11
40;1098;729;166;36;22;9;26;24
36;1334;679;174;37;18;16;32;30
35;1502;864;166;33;20;9;30;24
30;442;28;155;31;0;3;20;16
30;332;37;153;33;0;4;23;18
35;352;175;130;27;9;4;14;8
32;306;163;107;24;14;8;18;17
32;222;90;72;17;5;1;12;6
30;620;99;113;29;5;8;27;22
15;178;8;80;15;0;3;13;11
34;673;424;172;30;23;15;25;20
50;812;191;209;50;14;9;35;24
72;936;60;401;62;4;10;43;31
65;1296;121;386;47;3;8;34;22
30;1152;593;173;29;14;10;23;22
35;1141;107;153;34;2;10;17;15
48;269;177;178;19;16;1;19;15
35;740;400;150;29;20;9;18;15
35;1089;470;223;29;14;7;24;19
35;219;159;105;36;27;4;28;8
35;120;78;65;34;18;10;21;4
42;401;295;120;42;26;2;42;22
32;1781;898;219;32;16;12;27;11
20;473;407;100;21;18;2;17;9
15;609;421;86;9;6;1;6;3
24;619;327;128;22;10;7;15;10
40;229;87;123;20;5;3;12;8
30;1513;711;178;29;13;12;20;18
30;697;521;124;28;26;6;9;9
30;547;330;145;26;13;12;19;10
35;1406;798;163;32;20;8;19;19
35;1622;947;119;35;19;15;30;30
24;288;20;110;22;1;9;20;17
24;543;9;106;16;0;10;15;14
15;119;119;40;15;15;0;15;0
23;649;476;100;21;15;11;15;13
33;632;277;152;27;13;11;14;13
40;108;79;81;18;13;3;18;17
24;186;22;76;22;0;12;20;20
64;623;66;208;59;7;3;23;9
32;317;139;131;24;12;2;10;6
30;1303;672;126;29;15;16;25;23
12;700;282;28;12;10;2;9;5
12;1257;465;37;13;7;3;7;1
24;127;51;53;19;6;3;15;13
75;3965;2253;205;74;35;24;55;35
28;342;226;84;30;24;13;19;11
40;650;119;218;27;11;4;15;4
42;499;59;147;41;5;12;41;22
24;501;39;132;25;0;5;21;13
35;1508;656;185;36;18;8;22;22
35;567;388;144;29;19;13;27;26
35;1039;432;215;29;11;12;25;22
35;1024;420;170;33;12;14;30;29
48;637;386;299;44;32;6;42;35
24;133;54;92;16;6;5;16;5
24;619;341;117;19;11;2;11;8
35;1397;801;154;35;16;10;21;15
24;462;26;121;25;1;8;20;12
24;675;205;94;16;3;10;12;10
29;1867;1416;276;28;25;7;16;12
33;2114;1071;133;32;16;12;22;11
34;888;784;206;31;28;9;15;9
26;475;154;131;26;5;10;21;18
110;2965;307;703;117;13;28;95;38
35;1100;495;180;27;15;6;15;4
34;415;274;166;25;16;2;20;16
34;665;449;154;28;23;4;17;9
24;420;11;110;21;1;7;16;13
90;1782;1097;550;89;60;17;67;30
32;1316;905;132;28;16;4;20;10
38;752;452;191;37;24;4;30;16
30;211;114;49;10;4;3;7;4
24;447;4;94;22;0;9;19;15
37;422;236;186;31;16;17;30;26
24;528;415;51;24;21;2;18;8
33;1070;967;155;29;29;15;25;13
30;1012;435;159;32;16;10;28;18
24;643;63;96;24;1;7;14;13
24;1244;598;137;16;10;8;14;7
33;1042;594;192;27;17;12;22;18
29;699;49;131;29;0;11;20;19
14;135;18;35;15;1;9;14;14
15;140;12;51;15;0;8;12;9
29;917;64;129;28;4;15;22;16
45;386;249;171;31;21;2;29;28
35;1194;145;141;35;5;13;33;25
35;719;524;187;32;27;11;21;14
35;716;434;153;33;25;10;22;17
35;468;311;125;33;20;11;22;22
35;816;356;188;34;20;12;25;19
24;276;19;103;21;0;7;14;8
36;378;156;148;38;20;2;19;18
36;261;116;96;24;7;7;17;15
28;304;11;105;26;1;5;26;26
35;705;331;113;33;18;7;29;27
30;359;15;113;26;0;9;22;17
40;383;314;76;28;22;4;25;18
35;101;76;41;10;7;0;8;1
170;1248;966;320;97;82;12;70;36
30;843;769;137;23;21;6;18;12
35;1464;673;149;27;14;15;21;15
120;3618;1842;430;118;78;35;105;98
15;247;133;41;15;8;5;15;15
30;197;100;87;27;16;9;23;23
10;111;21;37;12;2;1;9;6
34;370;251;132;25;20;6;16;13
15;113;65;48;10;3;1;7;5
50;418;123;202;38;15;8;28;24
46;310;106;183;34;7;1;22;18
24;101;23;54;19;5;4;12;12
25;237;125;75;20;10;10;18;17
24;164;84;82;24;12;2;15;14
48;639;380;140;52;37;31;44;43
33;378;200;85;27;16;18;24;24
34;316;175;116;31;15;19;26;26
28;152;13;58;24;1;10;22;22
15;69;11;31;8;0;4;7;7
28;161;58;86;26;8;13;26;26
36;139;74;74;31;14;8;15;12
26;404;362;82;26;25;20;24;24
24;208;24;50;22;1;11;20;19
24;69;8;43;17;2;7;17;16
30;87;51;54;14;7;7;14;14
24;206;38;74;16;0;7;15;13
25;448;224;79;20;8;12;18;18
31;541;304;120;23;17;5;12;9
30;282;71;54;27;1;10;26;26
24;97;43;32;11;4;5;10;10
36;706;485;73;22;15;14;15;15
36;510;301;67;30;17;18;27;27
27;255;112;93;24;6;4;13;8
30;770;593;96;27;21;12;23;22
35;562;312;134;31;14;18;28;26
28;159;91;70;16;8;8;12;11
36;124;72;57;28;16;8;18;17
35;318;248;130;31;29;18;25;23
35;471;270;127;27;16;17;24;20
35;291;145;124;30;16;10;28;28
32;365;113;73;32;14;18;30;30
10;85;3;36;8;0;4;6;5
34;433;250;86;20;14;13;17;15
24;162;73;84;21;8;7;15;15
12;104;11;42;14;1;5;9;9
24;207;39;80;20;0;13;18;16
24;95;59;33;21;14;14;20;20
45;289;173;105;45;34;3;34;13
47;222;126;72;47;31;3;38;9
30;142;80;83;29;12;1;23;4
35;39;8;28;16;3;1;15;14
40;44;17;32;19;7;1;16;16
62;115;53;100;53;29;9;48;48
50;161;68;90;28;12;2;23;18
35;661;581;188;30;28;10;25;20
36;342;187;171;24;14;2;9;1
72;700;560;348;71;58;12;54;33
28;394;247;83;28;21;7;25;8
30;416;87;58;30;6;1;30;9
15;576;501;66;14;12;4;14;7
24;389;284;94;25;15;5;21;6
24;372;327;98;23;22;10;21;7
20;169;44;36;10;3;0;6;2
32;383;172;160;29;9;7;23;19
20;393;266;70;19;11;1;12;4
42;227;53;129;38;4;5;38;37
11;85;2;27;12;0;2;12;12
34;361;259;101;34;24;20;26;23
44;749;640;152;38;37;9;36;17
13;252;204;56;12;8;3;11;5
15;246;217;39;15;14;4;14;8
60;325;235;134;28;24;3;17;15
20;1020;280;270;19;5;5;14;11
50;1085;523;271;47;21;3;36;26
15;172;24;64;13;2;2;10;7
15;299;40;62;15;0;4;12;7
45;139;42;89;8;4;0;5;5
15;100;4;38;6;0;0;4;2
24;441;330;141;26;22;8;23;18
35;1365;1197;231;35;34;17;24;15
10;351;23;58;15;1;2;13;4
24;381;354;122;20;17;6;14;10
12;45;0;32;10;0;3;6;6
6;176;37;24;5;0;0;5;3
12;198;25;36;10;1;4;9;5
10;71;0;34;8;0;4;8;7
12;47;0;39;6;0;1;5;2
6;53;1;27;2;0;0;2;0
12;58;20;30;12;4;0;4;2
18;326;174;106;20;6;3;12;7
150;1151;816;658;148;102;12;126;54
12;102;4;31;10;0;7;10;5
15;239;34;68;15;1;2;15;12
27;370;121;130;18;7;1;15;9
12;200;11;51;11;0;5;10;9
24;317;42;100;23;0;4;14;13
44;352;34;86;39;3;11;33;31
20;345;155;118;11;0;0;6;4
14;348;234;71;14;9;0;8;8
35;480;200;171;32;14;6;29;23
24;212;162;91;20;18;6;16;12
15;60;0;40;8;0;0;6;6
15;81;4;46;7;0;1;5;5
23;65;17;25;3;0;0;2;2
340;5611;1233;1820;378;83;19;378;201
22;194;15;152;27;4;4;27;6
80;3379;831;2934;82;21;3;82;25
20;49;28;26;6;5;1;5;2
24;1021;639;65;24;17;19;21;21
38;1171;901;171;37;27;3;25;12
30;191;56;101;12;1;2;11;10
280;264;191;193;69;53;1;57;38
80;33;22;26;8;5;0;5;2
150;79;65;63;21;17;5;19;16
100;42;36;35;12;12;2;10;9
60;773;504;225;60;49;7;57;32
18;141;37;31;7;1;1;7;5
60;1691;331;750;69;7;5;69;6
30;306;209;128;28;20;15;26;26
14;98;71;67;7;6;1;3;3
15;62;50;33;14;12;4;9;9
24;1948;1355;159;22;16;11;19;13
30;634;183;239;27;7;1;19;16
25;97;19;58;20;2;10;20;20
30;682;407;175;29;20;6;14;11
24;382;146;85;14;3;2;8;6
13;65;15;35;11;1;2;8;8
94;4338;3737;846;92;84;14;48;34
24;1166;467;119;10;3;1;8;8
36;197;178;84;29;27;7;26;25
39;501;290;224;37;24;2;17;3
22;413;256;39;9;5;2;9;6
15;420;75;80;11;1;0;7;6
10;200;9;41;10;1;4;8;6
26;191;78;92;26;11;7;15;14
33;575;294;137;24;15;6;14;12
36;140;108;60;3;3;0;2;1
60;1297;925;212;58;51;10;49;4
24;640;354;101;18;9;5;15;14
28;740;659;107;28;26;9;17;8
56;1788;1416;454;53;38;13;38;21
18;197;29;35;12;2;1;12;12
20;214;114;48;8;4;3;7;2
155;2457;1819;1385;137;91;8;28;23
15;484;185;60;16;8;1;14;2
14;88;2;34;13;0;4;13;6
10;332;82;28;10;3;1;10;0
12;100;19;50;7;1;1;4;2
15;123;47;66;11;4;0;5;5
60;1649;1095;226;60;47;8;58;6
8;83;69;23;8;5;4;6;3
200;1215;765;560;194;128;25;86;25
13;158;112;54;13;12;2;11;7
23;114;33;86;12;6;1;9;8
30;300;206;107;13;12;2;7;7
30;158;127;53;12;10;1;7;2
75;540;389;287;42;35;7;34;24
24;152;21;68;14;2;2;8;7
18;147;18;57;17;3;8;15;12
30;681;573;126;24;22;9;20;13
35;3576;2056;281;32;18;9;26;9
15;201;126;78;4;3;1;2;0
19;209;73;79;17;3;2;9;7
20;44;28;17;5;4;1;4;3
16;283;173;66;16;13;9;15;15
24;376;241;65;22;20;8;19;18
15;307;46;68;15;2;4;13;13
35;1045;642;138;33;24;1;15;1
20;562;94;99;19;3;1;16;12
24;597;331;72;23;17;4;20;18
24;113;79;75;15;12;6;15;15
12;260;76;46;10;2;2;8;4
26;359;337;124;17;15;0;11;4
48;1422;237;261;49;8;7;44;25
15;219;69;52;13;3;1;9;4
14;282;119;94;7;2;0;4;4
61;1085;886;188;59;48;12;26;25
24;178;83;73;20;13;2;19;10
18;88;68;33;18;15;1;16;10
15;143;12;29;13;0;2;13;13
32;446;46;113;32;1;11;21;20
16;171;20;71;6;0;1;3;3
35;294;237;140;31;24;4;20;20
36;337;240;118;33;27;2;25;22
35;123;37;75;17;6;2;16;15
36;142;129;99;20;20;7;20;20
30;43;13;36;8;3;1;8;8
40;595;403;271;42;30;9;35;16
32;232;122;110;16;6;7;12;9
15;384;116;86;15;5;1;9;1
5;141;125;29;5;4;2;4;2
105;179;72;123;60;24;6;55;44
10;87;45;40;3;0;0;2;1
180;2798;1842;898;195;145;8;168;16
24;122;16;93;17;2;4;13;12
34;458;222;124;28;8;13;19;17
30;618;185;90;30;9;1;20;16
35;1161;394;141;34;15;11;28;10
9;141;6;34;9;0;1;8;5
2;39;12;10;1;1;0;0;0
15;410;58;69;8;2;2;6;6
116;3755;3012;1123;107;87;15;58;51
30;403;329;61;30;27;4;26;16
22;106;72;65;10;8;0;9;5
10;22;1;20;3;1;0;3;1
27;101;40;64;9;2;2;6;6
24;76;16;36;9;0;3;8;8
8;140;6;38;7;0;1;6;5
32;1040;338;200;32;15;4;22;5
8;79;3;24;8;0;0;8;8
30;659;549;166;25;22;8;18;18
23;699;344;119;14;6;4;9;7
15;247;91;82;13;5;2;5;5
24;2117;1121;121;23;12;8;18;14
10;145;10;29;10;1;2;9;8
48;602;155;350;48;9;4;45;38
33;3670;3086;737;33;28;7;22;14
35;498;448;117;36;35;14;22;22
18;102;97;54;10;9;0;9;9
15;41;28;23;4;4;1;1;1
30;777;67;146;30;2;8;28;24
24;2621;1386;207;26;15;13;18;4
12;108;6;44;8;0;1;7;3
16;1007;798;110;11;7;1;6;5
12;485;400;59;10;8;5;6;6
15;40;10;25;11;3;2;5;4
15;91;4;42;13;0;6;13;13
24;699;387;120;18;8;7;14;13
10;136;76;19;10;7;4;8;4
10;85;73;37;10;9;2;7;3
40;256;195;54;31;26;1;18;15
25;431;112;48;24;11;3;11;3
40;299;204;160;30;22;6;21;13
13;101;8;34;11;0;2;9;9
20;1042;718;72;20;10;9;17;17
42;832;644;218;42;34;8;40;8
15;46;30;26;11;8;1;1;1
32;2166;1184;607;24;15;2;13;3
6;98;77;11;5;4;0;5;2
12;481;56;73;11;0;1;6;6
10;29;11;14;0;0;0;0;0
15;146;28;67;15;3;1;13;13
20;95;50;51;11;6;4;7;7
15;182;17;71;14;0;8;14;14
15;200;25;76;12;1;5;11;8
28;96;53;35;6;4;1;5;5
13;263;110;82;13;8;1;10;6
26;456;377;108;18;16;6;14;11
35;1524;814;160;36;18;9;17;1
24;212;15;125;24;1;1;16;16
15;18;0;17;2;0;0;1;1
24;284;139;107;21;15;6;15;14
12;57;1;26;12;0;3;9;7
15;214;93;29;16;6;14;16;16
18;196;128;66;16;11;3;10;4
32;789;570;202;20;12;1;14;10
9;335;262;22;9;9;3;8;8
25;294;77;35;25;14;4;12;7
30;1392;869;167;24;16;0;21;8
25;475;365;130;25;20;2;11;7
16;226;29;73;10;1;2;6;6
16;370;47;129;15;1;2;12;8
30;204;59;80;16;4;2;9;9
15;121;6;45;9;0;8;9;8
97;1919;1514;388;90;70;27;51;11
17;290;55;51;8;3;0;8;4
50;206;153;81;44;36;7;22;19
36;573;47;91;36;5;6;34;4
15;339;236;45;8;7;1;3;0
24;519;315;147;35;24;10;35;22
4;91;5;10;4;1;0;2;0
4;65;5;11;4;1;0;4;1
24;60;11;28;15;5;1;10;10
61;2790;2188;1091;46;35;6;22;13
16;74;17;23;6;1;0;4;1
15;28;2;16;7;0;2;7;6
24;360;127;68;21;2;11;19;18
20;565;312;137;20;12;3;13;5
12;28;0;23;3;0;1;2;2
18;94;89;58;11;11;0;10;10
18;718;553;81;18;13;2;6;5
28;928;548;112;27;19;7;23;14
24;78;27;43;11;6;0;5;5
15;361;209;62;15;8;2;15;11
14;702;555;51;14;11;2;6;6
30;392;290;102;30;22;9;27;15
28;226;14;70;26;0;5;21;6
24;279;216;44;18;17;1;16;8
24;205;70;78;23;9;6;21;20
30;271;19;97;14;0;4;12;12
35;184;71;102;16;4;4;11;8
15;38;6;23;7;1;0;6;6
30;459;278;180;20;11;6;13;12
24;334;283;116;24;22;4;22;22
30;394;237;77;32;22;7;23;23
20;349;217;120;24;13;4;24;12
15;5;0;5;3;0;1;3;3
24;666;427;103;22;18;4;15;12
15;55;36;26;3;3;1;2;1
35;734;544;116;35;31;6;32;25
24;116;34;76;15;6;0;6;6
12;157;131;49;11;10;7;10;6
18;157;129;58;12;8;3;11;11
30;505;61;71;29;3;12;22;22
15;156;41;70;8;2;2;6;6
24;309;53;104;22;2;8;17;17
30;487;64;169;34;4;4;26;8
12;238;137;72;10;5;3;6;6
35;405;245;64;40;29;7;36;30
15;114;91;25;13;10;5;10;5
15;396;9;85;14;0;4;11;7
18;540;280;113;17;9;3;12;12
